Study_Hours,Attendance_Pct,Sleep_Hours,Previous_Score,Extracurricular,Final_Score
5.1,50.2,8.8,76.6,0,69.7
5.3,58.3,9.2,66.7,0,77.7
1.1,85.7,4.8,74.8,0,62.8
4.5,83.3,9.7,53.7,1,78.4
5.3,98.3,6.0,93.5,1,97.4
2.4,88.1,8.0,71.1,0,65.8
2.7,97.5,8.5,36.0,0,62.7
3.8,85.1,8.9,61.5,1,70.7
0.2,64.9,9.7,82.9,0,62.7
3.2,55.3,5.9,85.6,0,64.0
2.1,89.1,9.2,64.6,1,80.1
3.3,82.2,4.8,92.6,1,77.1
1.2,52.4,8.2,48.7,1,50.9
8.9,68.0,8.5,58.7,0,84.8
5.9,97.8,8.1,92.9,1,96.3
6.8,75.0,5.5,92.7,0,77.3
7.9,71.6,9.2,78.0,1,100.0
5.0,72.9,5.0,90.1,0,77.6
0.9,60.4,4.3,36.2,0,43.1
5.4,68.4,8.3,90.5,0,82.8
5.9,68.5,6.9,52.4,1,76.2
7.5,52.6,9.1,42.5,1,73.7
4.3,88.4,6.3,46.8,1,70.2
1.3,70.8,5.0,59.3,0,56.5
2.8,91.1,9.0,47.6,1,74.3
3.6,92.5,7.3,52.4,1,71.4
6.5,60.6,5.1,39.4,0,69.6
5.7,82.9,8.3,50.7,0,77.8
3.6,73.6,7.1,70.1,1,74.8
9.9,94.0,7.6,60.9,1,100.0
6.1,60.8,6.8,54.3,1,71.8
2.4,83.9,9.0,82.3,0,75.5
1.0,80.4,9.0,92.5,1,77.0
1.5,64.8,8.3,83.0,0,60.7
2.5,56.8,4.6,53.2,0,51.5
1.6,82.6,9.0,82.1,1,74.6
1.9,86.9,8.0,40.6,1,60.8
2.9,65.8,8.2,39.1,0,66.8
1.7,82.2,6.2,54.2,0,54.5
9.0,69.8,9.3,86.5,1,91.7
0.8,85.7,8.4,47.2,1,67.9
5.2,60.0,4.7,34.4,1,63.3
4.1,94.5,6.4,39.2,0,65.3
9.8,64.4,9.3,90.1,0,98.3
1.1,68.4,4.3,74.4,1,64.2
4.0,52.9,9.8,47.7,0,61.4
9.7,55.6,8.1,68.9,0,95.6
8.7,75.8,7.8,66.9,1,83.8
8.2,63.4,5.6,75.9,0,83.5
2.6,91.8,5.5,46.3,1,71.1
1.7,50.7,9.7,90.5,1,69.9
6.7,69.0,5.8,51.7,0,70.8
9.3,66.9,8.7,78.6,0,89.9
5.6,51.0,6.4,31.1,1,61.9
5.7,56.2,4.8,56.1,0,66.7
2.8,70.7,4.1,54.6,1,62.2
7.7,74.6,7.3,68.0,0,87.6
1.9,70.2,9.9,35.1,0,53.1
3.2,76.5,6.2,85.3,0,70.4
4.3,79.8,6.1,45.2,1,65.1
5.1,50.5,6.1,77.4,0,64.8
2.4,73.2,7.1,86.2,1,75.9
1.1,98.2,6.6,69.3,1,71.6
6.1,76.0,9.3,81.9,1,98.3
2.9,83.9,7.0,76.3,0,72.4
5.8,65.6,7.0,54.9,1,73.3
1.5,88.7,4.8,86.6,1,71.3
4.8,88.6,9.9,50.6,0,75.3
5.3,76.1,5.5,70.0,1,76.3
0.5,98.8,4.4,82.2,1,73.6
3.4,56.3,8.0,56.5,0,60.5
1.3,50.8,7.6,51.2,1,49.0
0.6,88.5,6.5,62.2,0,57.3
9.9,90.4,6.5,87.3,1,100.0
3.2,56.0,8.7,95.1,1,73.5
8.1,63.3,5.2,68.2,0,82.6
2.5,50.9,8.9,76.3,1,59.3
6.8,64.7,7.9,93.2,1,85.9
7.6,88.7,6.5,36.9,1,82.7
6.0,75.9,6.7,46.2,0,64.3
4.7,67.4,5.5,79.6,0,67.5
4.1,68.6,8.5,87.7,0,72.9
3.5,50.1,7.1,90.0,0,62.2
9.3,65.0,5.9,59.1,0,82.2
8.3,82.3,7.6,36.3,1,83.2
9.7,98.7,10.0,60.6,0,98.7
1.2,92.4,6.6,46.2,0,62.3
7.3,51.2,9.5,50.4,0,79.8
9.4,94.9,6.1,84.1,1,100.0
1.8,89.2,4.3,35.3,1,50.7
0.7,89.0,5.2,87.9,0,68.1
7.4,72.9,6.5,59.9,1,81.0
5.7,69.9,5.3,71.7,1,76.6
8.4,65.1,4.0,36.3,1,71.2
1.4,53.3,9.5,53.6,1,57.2
8.0,61.4,9.1,36.3,0,75.1
2.0,62.3,8.5,97.3,0,66.1
1.6,74.2,5.0,86.5,1,62.8
1.6,87.4,4.7,62.2,1,62.7
8.1,73.7,4.4,45.7,1,78.8
6.7,52.9,8.3,95.3,1,86.0
5.2,97.9,9.6,54.1,0,86.4
3.6,97.1,6.6,41.3,1,70.3
8.8,89.3,4.7,69.4,0,90.0
3.9,99.6,7.1,96.1,1,92.6
8.2,77.2,6.1,30.3,0,79.5
4.4,98.1,6.2,46.7,1,76.0
3.8,53.8,7.7,95.7,0,69.1
4.6,68.3,8.3,42.0,0,66.3
3.0,61.3,4.7,37.9,0,46.4
7.5,59.8,4.2,69.9,1,75.6
5.0,57.0,10.0,90.3,0,80.6
2.3,81.1,5.4,63.4,1,68.5
9.0,89.1,4.3,99.6,0,95.5
3.8,78.9,5.1,77.5,0,71.5
5.4,57.3,4.2,35.2,1,56.4
9.1,90.6,6.4,99.5,0,100.0
6.2,81.8,8.8,58.6,1,83.5
1.2,69.4,6.0,50.1,1,54.4
9.4,83.7,6.7,69.1,1,93.5
6.3,63.0,8.1,51.3,1,74.2
3.3,67.3,7.1,36.1,0,55.6
1.4,95.9,9.2,30.1,0,64.8
7.9,64.5,9.2,61.5,1,83.5
6.2,73.5,4.1,88.6,0,84.5
5.3,94.5,8.7,70.1,0,90.6
8.9,85.4,6.8,99.9,1,98.2
7.9,53.1,9.9,50.1,0,76.4
1.5,57.4,6.9,49.6,1,51.0
3.1,50.4,9.9,41.2,0,54.9
2.5,81.5,8.5,41.5,0,70.9
7.4,72.4,5.5,50.0,1,76.4
0.3,56.7,7.2,85.5,0,57.2
5.7,97.9,10.0,93.4,0,97.2
7.6,76.5,9.1,98.3,1,93.2
8.8,62.1,4.6,46.3,0,69.9
3.4,75.0,8.2,91.7,1,74.2
8.2,84.0,6.1,53.0,0,79.4
1.1,53.8,4.0,37.9,1,32.3
8.5,63.7,6.4,90.9,1,92.0
1.3,90.3,5.4,74.5,1,76.5
4.0,73.0,8.9,41.5,1,69.3
8.0,77.3,6.0,60.1,1,78.9
1.5,71.6,9.0,50.1,0,56.2
2.3,52.2,4.0,81.6,0,53.4
7.2,58.3,5.8,61.7,1,71.3
7.2,72.3,5.4,99.2,0,89.4
6.4,60.5,5.4,33.8,1,68.9
6.9,52.5,4.4,54.9,0,60.9
5.4,92.2,5.1,63.7,0,80.3
2.5,99.1,7.3,65.2,1,82.4
3.5,89.7,5.7,52.1,1,78.2
1.8,92.7,6.5,81.0,0,82.8
9.1,62.1,6.3,91.2,0,84.6
5.8,98.0,9.3,95.7,1,100.0
4.0,59.8,9.4,86.4,0,71.8
4.6,97.6,7.0,89.5,0,83.3
9.5,99.7,6.0,68.5,1,100.0
1.5,85.6,4.6,87.8,0,64.4
5.9,99.1,9.7,51.2,1,89.7
5.1,78.5,4.4,57.9,1,66.4
6.1,63.0,5.8,52.2,1,69.7
0.2,71.8,5.8,62.7,0,57.8
8.7,79.7,5.9,50.0,0,82.1
9.3,53.7,5.0,97.3,1,89.3
5.7,81.1,8.7,51.9,1,81.6
7.0,99.1,4.7,36.9,0,82.6
9.2,59.5,7.8,66.9,0,77.4
7.1,89.6,4.7,34.0,0,76.6
1.5,95.4,4.4,37.7,1,59.2
5.8,97.2,9.5,45.4,1,85.9
6.1,98.0,5.1,62.5,0,85.6
4.2,76.1,8.9,60.3,0,67.7
7.4,98.9,7.3,86.0,0,91.2
9.3,87.9,4.5,81.8,1,88.4
9.3,58.1,9.7,59.8,1,85.6
4.5,73.8,5.5,53.4,0,71.0
1.1,85.9,9.2,52.2,0,62.8
9.8,62.4,5.0,84.2,1,85.0
8.4,82.0,9.1,33.6,1,83.7
1.2,83.3,4.1,30.9,0,43.9
9.2,58.1,7.1,85.7,0,82.6
8.7,78.3,8.6,63.4,0,90.7
5.2,88.6,9.6,39.2,1,74.2
5.9,74.9,9.5,46.5,0,79.7
4.0,50.6,8.9,95.3,1,74.1
0.5,50.5,9.3,90.2,1,62.0
3.4,67.9,5.2,79.7,0,64.6
8.0,96.3,5.7,63.8,0,91.9
0.0,61.4,5.7,66.4,1,55.5
3.3,81.7,6.3,98.3,0,78.1
4.0,61.1,6.4,97.6,1,77.0
5.4,66.1,7.3,45.1,0,65.8
9.2,92.4,5.0,86.8,0,98.3
3.5,86.4,8.1,43.8,0,66.7
3.5,54.8,5.0,44.9,0,52.6
7.4,71.4,5.9,77.3,1,83.3
4.5,51.5,7.0,58.4,1,62.6
2.2,74.0,8.8,95.2,1,73.5
4.5,83.1,8.4,36.2,0,71.0
1.4,55.9,7.9,65.8,1,63.5
1.8,64.4,4.9,94.3,1,69.9
5.0,69.9,7.3,93.3,1,76.6
4.2,96.0,4.5,41.0,0,72.9
9.1,99.7,6.3,55.7,1,94.4
3.6,52.2,6.5,73.3,0,63.9
5.8,88.1,4.2,41.2,0,66.7
6.3,68.6,5.6,97.8,1,85.1
0.1,69.6,9.7,94.0,0,66.7
6.6,87.7,9.7,41.7,1,78.5
1.8,95.9,6.1,38.5,1,66.5
9.6,97.5,4.3,36.0,1,94.0
1.5,78.9,5.1,93.7,1,68.6
4.1,67.9,6.4,43.6,1,69.6
0.9,89.4,9.7,59.1,0,65.3
10.0,62.6,4.8,61.4,1,88.3
5.0,78.2,8.6,71.9,0,69.4
6.0,67.9,4.7,35.0,1,75.5
0.7,82.8,9.9,45.9,1,69.1
7.5,62.0,6.3,95.2,1,85.6
2.1,59.6,8.7,93.6,0,59.2
9.0,95.9,6.1,84.7,0,98.9
2.1,55.1,7.8,31.4,0,42.7
1.9,75.3,5.2,52.9,0,58.3
0.4,61.0,4.9,74.0,1,55.6
4.7,51.9,9.6,49.3,1,63.2
5.6,51.8,9.5,93.7,0,82.6
0.7,58.8,9.3,74.4,0,61.2
7.8,93.3,7.8,35.0,0,86.6
4.5,64.1,8.8,93.6,1,80.5
5.2,97.5,4.4,97.0,0,80.2
4.4,79.1,6.0,35.4,0,67.4
4.0,71.8,5.9,67.3,1,69.2
5.6,79.0,7.8,51.2,0,68.7
1.6,75.8,6.1,57.5,1,66.5
1.8,87.9,4.9,42.6,1,69.0
8.6,64.1,7.6,70.5,1,86.9
9.5,67.7,8.9,97.1,1,100.0
3.7,94.7,6.3,65.2,1,77.8
2.7,97.3,4.8,35.8,0,60.7
6.4,94.6,5.2,73.4,0,81.8
4.1,71.0,5.4,53.8,1,72.8
0.3,89.0,5.8,89.9,1,65.6
1.6,73.8,7.9,60.4,0,63.6
7.2,74.9,7.6,43.5,0,73.8
6.6,60.2,8.2,43.4,1,70.9
0.3,79.6,6.2,83.8,0,65.6
2.2,59.3,8.9,48.6,0,55.1
2.3,66.6,5.2,83.7,1,64.0
6.7,92.8,6.8,44.4,0,84.3
0.2,60.4,8.8,52.5,0,57.0
1.0,53.6,5.1,62.6,0,50.7
8.0,53.5,4.7,96.0,0,77.6
1.8,97.0,9.3,95.2,1,81.4
6.5,75.3,6.1,44.5,0,72.2
2.4,70.5,8.1,55.1,1,65.7
1.0,90.5,4.2,40.5,0,50.1
2.4,91.8,8.1,65.7,1,77.7
7.2,66.6,5.9,62.2,1,78.8
8.6,84.7,4.3,93.1,0,85.0
8.3,88.6,7.7,95.1,1,97.1
4.0,82.7,5.4,56.8,1,68.7
6.7,57.6,6.3,64.4,1,74.3
2.0,93.8,4.5,92.7,1,83.0
2.9,77.0,4.9,86.5,1,72.6
9.0,64.1,5.8,30.3,0,69.2
0.1,71.3,4.5,52.4,1,51.7
0.9,51.9,9.5,59.5,1,54.3
2.1,56.4,4.0,46.1,0,48.4
0.3,88.3,6.9,44.0,0,58.0
1.8,50.0,4.7,32.6,1,49.5
5.8,70.8,5.8,75.0,0,75.1
4.2,76.1,9.6,48.4,0,76.9
8.9,52.7,5.0,33.7,0,71.7
8.2,98.7,9.8,46.2,0,89.0
3.4,61.3,5.2,86.1,0,74.1
2.6,65.2,8.4,89.6,0,70.8
3.8,65.2,7.3,63.8,1,65.1
5.9,61.5,9.3,59.1,1,83.0
2.7,50.1,7.3,98.4,0,73.3
6.2,86.5,7.2,44.0,0,76.3
4.1,98.3,5.2,45.1,1,71.3
5.5,61.2,5.0,50.4,0,62.7
4.4,83.2,9.5,42.1,1,77.5
2.9,87.1,6.0,56.6,0,71.5
9.5,92.4,6.2,93.8,1,100.0
7.6,71.1,8.6,73.1,1,88.6
1.4,65.1,6.0,58.8,0,60.0
8.7,66.3,9.7,95.4,0,93.3
4.9,85.6,8.4,33.4,0,74.6
8.9,90.8,7.6,44.7,0,87.0
8.0,59.1,9.3,69.6,1,87.2
4.3,68.5,4.3,73.1,0,65.6
0.2,95.1,5.5,32.8,1,55.9
2.7,90.3,6.8,58.2,0,66.7
5.4,99.2,5.4,75.4,1,91.5
6.3,87.7,8.5,78.9,0,84.9
2.6,69.7,9.5,74.7,0,65.9
1.4,79.5,6.5,52.4,1,69.6
8.3,83.1,6.1,36.5,0,82.9
9.8,53.9,9.8,59.9,0,75.9
5.3,77.2,6.7,39.0,0,65.4
1.7,85.5,6.9,96.3,0,65.7
2.7,58.4,6.1,63.3,0,53.6
0.2,89.0,9.5,52.2,1,52.0
9.1,79.2,7.4,83.6,0,93.7
1.2,97.6,8.6,64.9,1,68.3
5.8,52.1,8.9,51.7,0,67.4
2.7,63.3,6.1,86.8,0,58.5
5.5,80.1,6.6,90.7,1,85.8
6.5,64.8,9.1,77.1,1,82.2
8.3,85.7,6.2,33.3,1,88.1
2.1,88.0,8.8,69.6,1,79.7
0.1,55.1,9.6,83.4,1,63.6
1.4,75.7,7.7,39.6,0,54.0
9.0,75.4,8.4,46.0,1,95.5
8.7,68.5,8.8,91.8,1,90.0
6.0,96.6,9.1,31.4,0,73.1
6.0,91.4,6.4,82.7,0,85.4
6.7,84.9,4.3,63.2,1,89.7
1.8,85.7,6.4,61.3,1,65.8
9.1,73.1,8.0,30.5,1,82.0
4.2,96.0,6.7,87.4,0,76.9
3.8,84.7,8.5,55.2,1,78.9
5.2,86.4,6.1,67.9,0,80.9
0.5,93.1,7.8,77.4,0,70.9
1.7,63.7,5.1,79.2,0,55.6
7.4,90.4,8.5,96.9,0,94.1
0.8,59.8,7.3,67.2,1,51.9
6.0,67.3,5.2,58.0,0,69.8
2.5,66.8,5.8,96.8,0,63.0
3.9,98.9,8.5,74.9,1,80.5
2.9,92.8,6.9,50.9,0,66.5
3.6,85.1,5.3,38.9,1,63.4
7.2,86.4,9.8,89.0,0,92.7
3.0,78.1,8.3,55.4,1,71.4
5.7,97.4,9.7,76.2,0,90.4
4.8,74.8,6.6,63.0,0,69.8
6.6,69.0,6.9,43.9,1,74.9
9.4,58.2,9.4,72.1,0,83.8
7.3,89.3,7.2,34.2,0,79.1
2.1,86.7,8.2,58.9,1,71.1
0.3,69.2,5.5,68.3,0,47.1
2.6,51.3,6.7,60.5,0,58.8
6.0,91.9,4.7,82.4,1,82.7
0.5,50.6,5.2,88.0,1,55.2
5.0,85.2,4.0,84.0,1,84.4
6.0,98.5,4.2,32.7,1,79.1
3.3,71.9,9.9,43.6,1,68.2
7.7,61.7,5.5,67.6,0,74.7
1.1,85.2,8.0,95.4,1,78.7
0.8,90.9,9.0,88.4,0,75.3
7.3,77.3,7.3,89.0,1,88.8
5.0,98.4,4.9,51.2,0,71.3
6.9,52.6,8.4,60.1,0,64.3
4.3,75.2,7.6,62.9,1,74.8
2.5,85.9,8.4,41.0,0,63.7
8.2,93.1,8.6,32.2,0,89.3
8.0,59.0,9.9,96.3,1,94.4
6.9,90.0,7.4,46.8,1,89.5
2.7,77.6,6.0,46.8,1,60.2
5.9,69.8,7.9,35.8,1,75.9
3.6,56.6,4.4,95.0,0,63.2
0.9,93.3,9.4,70.6,0,73.2
9.2,57.9,4.7,76.7,0,75.3
1.4,65.5,6.0,93.8,0,63.6
9.5,64.5,8.9,54.2,0,77.3
4.5,93.6,7.6,73.5,0,79.5
1.9,83.6,6.4,32.7,1,60.7
5.4,89.8,6.8,43.1,0,71.9
8.7,62.5,9.1,88.2,0,86.5
7.3,81.2,6.0,83.7,0,89.9
8.1,78.6,9.2,54.5,1,88.3
6.6,91.6,4.5,56.4,1,79.6
6.9,95.3,8.7,67.3,1,93.1
8.5,50.6,9.1,30.0,1,84.6
2.5,83.7,5.1,46.9,0,64.5
4.9,52.6,6.6,44.6,0,63.7
2.2,77.4,5.0,47.5,0,58.5
9.9,64.4,8.2,86.4,1,97.2
9.4,65.3,7.2,49.6,0,72.0
0.4,67.6,7.8,43.4,0,47.4
7.1,81.1,5.2,65.3,0,77.7
9.3,66.7,5.3,90.6,1,84.3
1.8,86.6,4.2,46.9,1,55.6
5.7,70.2,5.9,35.5,1,59.8
9.2,53.4,7.4,54.9,0,77.9
0.3,89.2,9.1,82.3,0,72.5
7.0,64.3,8.0,68.5,0,83.0
3.0,71.6,6.6,87.2,0,71.4
9.2,84.3,9.7,97.2,1,100.0
9.7,66.6,8.3,85.5,0,85.9
9.4,52.8,9.6,72.3,1,82.5
4.7,68.7,7.2,64.5,0,64.9
8.6,97.2,5.6,32.8,1,82.7
8.4,82.1,4.3,98.9,0,91.4
3.2,83.6,8.4,56.8,0,65.6
8.3,81.6,4.7,40.7,1,81.7
0.4,59.9,5.8,76.7,1,54.7
6.0,70.9,7.2,49.9,0,71.5
2.3,87.5,7.4,71.0,0,74.6
1.2,55.1,7.6,71.1,0,50.4
0.8,63.9,5.0,61.2,1,55.0
7.0,63.8,6.3,88.5,0,80.7
3.4,71.6,7.7,48.5,1,64.8
7.2,99.0,9.8,61.4,0,96.1
0.7,53.4,8.4,67.6,0,56.4
3.2,75.9,9.5,76.5,0,69.7
5.4,59.0,8.6,84.9,0,75.4
7.9,98.5,7.6,57.6,1,94.5
3.2,55.7,5.2,75.2,1,61.6
6.3,70.2,8.0,40.5,0,73.4
8.9,86.9,7.7,95.3,0,100.0
6.2,85.2,7.6,56.8,0,86.8
2.3,71.1,6.9,81.1,1,63.1
0.2,67.3,7.2,31.4,0,45.0
8.7,69.9,6.0,44.4,1,76.9
0.2,63.2,7.1,64.1,1,57.5
8.7,60.3,5.2,91.5,1,81.4
5.3,74.2,8.8,66.9,1,81.3
9.4,63.4,5.1,95.1,0,86.5
8.0,64.4,4.5,63.9,0,72.8
10.0,82.8,6.6,64.3,1,89.6
3.5,98.4,7.9,38.4,0,68.9
7.7,80.2,6.6,86.2,0,93.2
4.0,53.8,5.7,47.3,0,55.6
4.8,53.8,7.3,93.0,1,77.9
6.3,97.6,6.1,93.8,0,97.8
8.7,64.9,9.6,96.0,0,95.2
9.8,54.6,9.5,66.4,0,84.7
7.7,80.0,7.0,77.4,0,89.1
4.2,81.2,6.0,84.5,0,73.4
4.2,82.4,8.4,39.2,0,66.5
7.4,63.4,4.2,72.1,0,68.8
2.4,50.8,6.8,32.4,0,50.7
1.1,98.3,6.0,64.8,0,64.4
3.5,62.5,9.5,40.8,0,62.0
2.9,83.8,4.1,42.8,1,57.5
3.0,85.3,7.3,55.6,0,69.3
2.3,80.5,8.4,60.3,1,66.5
0.4,65.6,6.9,73.6,0,55.2
0.2,63.6,4.5,35.2,1,47.5
9.9,79.9,9.8,65.3,1,100.0
4.3,93.3,7.1,42.8,0,71.4
3.8,97.3,7.7,70.2,1,75.0
6.8,55.3,5.4,74.6,1,87.4
2.2,57.7,6.9,69.0,1,67.9
9.5,97.2,6.6,81.7,0,100.0
7.9,86.8,4.4,53.5,1,80.4
0.9,94.1,4.6,83.6,1,69.0
4.2,60.1,9.0,60.3,0,64.6
8.8,79.4,5.4,63.9,1,93.2
9.4,85.1,5.2,75.4,1,96.0
4.7,84.0,7.0,31.3,1,66.5
6.1,70.4,8.6,75.8,0,78.6
1.7,50.8,4.4,73.3,1,58.5
9.9,79.1,7.5,51.7,0,95.4
2.3,62.7,4.7,36.0,1,57.7
9.4,72.5,4.2,36.4,1,82.3
6.5,97.9,4.3,94.6,1,91.6
6.1,70.0,9.0,78.2,1,71.4
5.1,92.0,4.7,38.9,0,70.6
2.3,59.4,4.3,55.0,1,54.5
1.8,83.6,6.6,71.5,0,66.3
2.2,98.9,9.1,88.5,1,83.7
1.9,55.1,5.6,33.1,0,39.6
7.8,50.4,6.5,46.6,1,74.1
3.5,71.7,4.2,92.3,1,74.8
0.6,54.6,6.7,30.6,0,44.1
9.7,87.4,7.5,44.1,0,93.0
8.8,95.7,7.4,97.1,0,100.0
9.3,71.7,6.0,72.9,0,85.7
9.9,62.9,5.9,48.3,1,83.0
1.7,71.7,4.6,34.7,0,49.7
4.0,86.2,6.2,32.0,0,64.3
7.6,50.5,4.6,47.1,0,69.4
7.0,79.5,8.6,91.7,1,96.1
1.5,80.7,9.8,59.1,1,76.9
8.2,81.9,9.8,80.4,1,100.0
2.2,62.1,9.2,94.3,1,72.8
2.2,85.7,7.6,58.6,0,51.0
5.4,54.6,8.2,43.4,1,71.5
5.9,60.0,5.7,66.2,0,67.2
5.8,93.9,7.8,93.6,1,90.5
0.9,86.9,6.7,86.3,0,66.2
8.8,50.7,6.9,34.6,0,68.2
2.7,62.4,8.5,78.5,0,68.5
1.3,60.7,5.7,70.0,0,48.1
8.9,63.5,5.9,93.5,0,83.8
9.6,62.4,9.5,38.6,1,86.1
8.6,53.1,4.3,67.4,0,77.1
8.1,72.9,6.9,91.6,0,92.2
6.6,86.6,9.5,58.7,0,81.5
5.5,80.3,7.7,63.7,0,73.4
0.9,83.6,7.3,34.9,1,55.4
4.1,54.1,5.5,49.5,1,60.3
3.7,97.6,6.1,52.7,0,77.9
2.6,91.9,9.1,96.2,0,73.3
7.2,90.3,7.4,49.8,0,82.0
5.0,91.1,7.1,62.3,0,72.6
0.8,96.6,4.6,77.0,1,61.7
2.2,77.2,4.1,41.4,1,60.6
6.8,60.0,9.8,64.1,0,80.3
0.8,80.8,6.3,81.7,0,65.1
8.5,87.1,7.6,90.7,0,100.0
5.0,86.9,4.5,73.8,0,73.5
4.8,76.1,8.1,76.8,0,75.6
5.9,53.4,9.6,38.8,1,77.8
8.2,68.6,7.5,96.2,1,92.6
3.5,96.0,4.8,39.3,0,68.2
6.8,79.2,7.5,84.2,1,89.3
5.7,76.9,8.6,48.5,1,69.9
2.7,63.4,6.4,95.4,1,62.4
8.8,68.4,9.3,80.4,0,88.9
8.0,94.8,7.9,82.8,1,100.0
6.6,83.3,9.4,45.3,1,86.3
8.5,89.4,7.7,61.0,0,94.1
8.7,72.7,4.8,73.2,1,82.9
7.1,81.5,5.9,83.9,0,92.0
8.4,62.4,5.2,37.3,1,69.9
7.0,85.3,9.5,97.4,0,96.1
6.8,71.4,8.6,92.3,0,87.2
6.2,72.1,8.1,48.9,1,76.0
7.5,82.5,5.8,87.6,1,96.7
1.6,96.8,5.1,66.3,0,63.3
8.8,53.2,8.5,62.3,0,74.9
8.7,91.2,6.8,52.0,1,91.3
0.3,64.6,5.4,70.7,1,53.2
8.3,72.2,7.7,81.1,1,100.0
1.3,51.1,4.2,58.8,1,51.7
3.4,65.1,6.0,74.0,0,62.8
7.4,75.1,6.8,79.0,0,80.5
1.6,52.8,4.9,79.8,0,46.4
8.2,74.6,9.9,33.6,1,79.4
8.3,96.4,5.3,90.2,1,99.2
5.1,55.3,4.8,62.1,0,68.0
0.1,88.2,5.2,48.4,0,58.0
2.9,70.5,8.6,46.9,0,62.8
6.2,82.8,6.6,63.8,0,77.5
9.8,63.0,7.4,92.1,0,94.1
6.3,58.0,4.1,56.5,0,63.1
2.6,58.0,4.2,82.5,1,68.7
6.3,53.5,6.7,36.8,0,61.9
5.4,59.3,8.9,63.3,0,71.0
7.8,83.2,9.3,99.4,0,88.9
1.1,94.1,4.5,83.9,0,66.2
7.6,90.7,7.2,44.7,0,86.3
5.4,84.3,9.5,65.1,0,77.2
9.6,55.5,6.3,46.4,0,73.7
3.4,64.5,9.0,58.7,1,71.3
6.3,65.5,4.8,84.6,0,70.0
9.3,62.5,9.6,84.0,1,99.6
1.0,75.8,8.5,46.0,1,57.7
9.4,76.8,9.6,94.6,1,100.0
6.9,67.8,8.1,71.5,0,75.8
0.7,67.7,6.2,56.6,0,53.5
3.0,91.4,9.6,65.1,0,85.6
7.1,89.5,5.7,72.4,0,88.3
0.7,65.4,6.0,69.2,0,50.6
5.8,95.7,8.2,64.0,0,89.2
3.5,97.6,8.6,65.3,0,76.7
6.2,66.3,9.6,42.3,0,77.9
0.5,67.7,5.2,86.9,0,60.6
8.7,75.3,8.8,67.9,0,77.7
9.7,97.1,8.4,39.2,1,92.0
9.7,93.8,4.4,83.6,0,100.0
7.5,55.1,6.3,95.3,0,81.9
1.3,69.6,5.7,96.3,0,60.0
7.6,77.7,5.8,55.8,1,79.4
0.2,75.2,9.9,39.5,0,46.8
0.2,59.7,7.9,66.3,0,52.2
3.2,92.9,8.3,37.9,1,80.1
4.9,83.8,9.9,95.4,0,90.8
7.7,91.9,6.3,42.9,1,93.5
6.8,92.9,8.8,47.7,1,90.6
4.5,87.4,6.6,58.5,1,80.3
2.7,72.0,9.2,56.8,1,76.2
10.0,80.5,5.1,85.6,0,96.1
4.3,58.0,9.7,61.9,1,70.0
4.5,83.7,5.3,42.0,1,73.2
1.6,59.0,6.0,48.7,0,55.8
7.9,84.7,8.5,65.6,0,87.3
6.9,61.5,6.4,40.3,0,65.0
2.2,55.9,7.6,72.8,1,63.0
0.8,58.3,6.7,69.6,0,56.5
6.8,50.1,8.5,80.0,1,82.7
6.5,85.9,5.4,95.6,1,84.8
2.7,86.6,4.4,93.9,0,80.0
9.5,75.7,5.8,96.2,0,92.5
1.5,58.1,6.8,47.1,0,49.1
4.3,54.2,5.0,39.2,0,50.3
9.4,51.0,6.1,51.2,0,86.1
4.2,58.3,6.4,92.7,0,71.3
6.4,94.5,4.3,98.0,1,88.6
4.0,62.1,7.5,90.2,1,78.4
2.7,67.7,9.3,37.7,0,62.3
9.8,55.3,4.9,96.3,1,90.0
4.1,61.1,7.6,59.6,1,70.9
8.9,76.0,8.0,30.7,1,79.7
2.3,80.4,6.5,61.0,1,64.7
2.1,62.3,8.2,33.2,1,47.3
0.3,52.9,6.5,68.1,1,46.5
6.5,69.6,7.0,53.7,0,80.8
3.7,61.7,4.0,63.1,0,65.4
8.6,61.0,8.2,72.9,0,84.8
4.7,98.0,8.0,90.8,1,97.7
9.7,80.8,4.2,76.3,0,89.5
1.9,77.8,6.2,60.4,0,59.7
8.7,70.8,9.9,87.4,0,94.6
7.8,71.4,6.5,93.4,1,90.3
7.7,77.0,7.0,38.4,0,75.7
8.4,84.8,9.5,67.2,1,100.0
7.6,85.1,8.3,49.9,0,84.5
6.3,58.6,7.5,33.3,0,67.3
1.3,75.0,8.8,76.8,0,69.9
0.3,70.6,9.2,90.4,1,69.3
9.2,93.5,6.7,41.4,1,87.0
6.2,81.6,6.9,86.9,1,82.2
8.0,76.6,6.3,89.7,1,92.7
4.8,55.8,9.8,94.0,1,79.4
1.2,80.3,8.2,48.6,0,59.5
1.3,55.9,4.5,93.3,0,56.4
6.9,66.9,9.2,52.4,1,90.1
4.3,57.1,6.9,68.7,1,62.7
2.0,84.6,4.4,33.5,0,46.2
4.9,60.3,7.3,33.1,1,64.4
0.6,69.6,6.5,80.4,0,57.5
5.8,94.8,9.3,61.1,1,89.5
2.7,60.2,5.2,47.9,0,55.1
8.0,75.4,9.0,43.3,1,89.2
3.1,71.0,7.3,76.9,1,65.4
4.6,50.9,4.3,30.0,0,48.0
0.1,89.6,9.8,86.4,0,72.3
0.7,53.5,7.1,35.5,1,49.3
